County,FIPS,Year,Contest,Method,Winning Party,Margin Count,Margin Percent,Votes Cast,Votes % of Pop,Population,"Pop %, Male","Pop %, Female","Pop %, Age <18","Pop %, Age 18-24","Pop %, Age 25-34","Pop %, Age 35-44","Pop %, Age 45-54","Pop %, Age 55-64","Pop %, Age 65+","Pop %, White","Pop %, Black","Pop %, N. American & Alaskan","Pop %, Asian","Pop %, Hawaiian & P. Islander","Pop %, Other","Pop %, 2+ Races","Pop %, 9-12th Grade","Pop %, High School","Pop %, Some College No Degree","Pop %, Assoc Degree","Pop %, Bach Degree","Pop %, Graduate Degree",Median Household Income,"Pop %, Priv Health Ins","Pop %, No Priv Health Ins","Pop %, Publ Health Ins","Pop %, No Publ Health Ins"
MADISON,37115,2016,President,Total,REP,-2857.0,-26.6,10709.0,50.2,21340.0,47.6,52.4,15.1,11.3,10.9,9.8,13.3,18.9,20.7,,,,,,,,7.4,24.8,13.9,4.8,11.5,8.9,40754.0,62.6,36.3,38.6,60.3
MARTIN,37117,2016,President,Total,REP,-51.0,-0.4,11743.0,50.7,23172.0,43.3,56.7,17.6,9.1,8.2,8.9,15.2,17.8,23.3,,,,,,,,6.2,23.5,20.2,6.0,9.8,5.2,32342.0,61.9,37.1,44.2,54.8
MCDOWELL,37111,2016,President,Total,REP,-9901.0,-51.4,19235.0,42.7,45075.0,52.0,48.0,21.8,6.6,11.6,13.0,13.2,14.8,19.0,,,,,,,,9.8,21.4,15.4,9.5,7.7,5.3,41332.0,53.7,44.6,40.6,57.7
MECKLENBURG,37119,2016,President,Total,DEM,139044.0,30.8,450080.0,42.7,1054835.0,48.0,52.0,24.2,9.1,16.7,14.9,13.7,10.8,10.6,54.5,31.7,0.3,5.6,0.1,5.3,2.5,3.5,11.5,13.5,5.8,19.9,9.9,62978.0,71.1,28.4,25.4,74.1
MITCHELL,,2016,President,Total,REP,-4686.0,-59.4,7878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONTGOMERY,37123,2016,President,Total,REP,-2980.0,-26.4,11280.0,41.1,27418.0,50.6,49.4,22.8,5.7,8.5,16.6,13.4,13.8,19.2,,,,,,,,12.3,25.2,12.0,6.8,6.4,3.7,36831.0,52.2,43.3,41.9,53.6
MOORE,37125,2016,President,Total,REP,-14161.0,-30.2,46819.0,48.9,95776.0,47.3,52.7,21.0,6.8,11.0,10.9,12.5,13.5,24.3,82.5,13.6,0.1,1.7,0.1,0.5,1.5,3.2,15.7,16.1,7.8,16.8,10.5,52279.0,69.4,27.5,40.0,56.9
NASH,37127,2016,President,Total,REP,-84.0,-0.2,46554.0,49.5,94005.0,49.6,50.4,21.5,7.9,12.9,11.5,14.5,14.0,17.6,53.4,40.2,0.5,0.9,0.0,3.4,1.7,8.3,24.0,12.2,8.1,8.2,6.1,47902.0,63.5,35.2,40.2,58.5
NEW HANOVER,37129,2016,President,Total,REP,-4365.0,-4.2,106323.0,47.6,223483.0,47.7,52.3,18.9,12.8,13.1,12.7,12.9,12.9,16.7,81.0,13.9,0.3,1.0,0.0,1.0,2.9,4.1,15.9,14.4,6.0,18.1,8.6,50028.0,70.3,28.7,34.3,64.8
NORTHAMPTON,37131,2016,President,Total,DEM,2562.0,26.4,9726.0,48.6,20000.0,48.9,51.1,13.6,6.0,10.4,8.9,10.9,22.9,27.3,,,,,,,,11.3,39.8,13.7,5.4,3.6,2.3,36922.0,54.3,41.1,46.7,48.8
ONSLOW,37133,2016,President,Total,REP,-19608.0,-35.8,54636.0,29.2,187136.0,54.0,46.0,25.4,20.8,17.7,10.8,7.9,8.1,9.3,74.5,13.0,0.3,1.8,0.2,1.7,8.5,3.8,15.7,16.8,6.3,7.2,2.8,47150.0,58.7,26.0,30.8,53.9
ORANGE,37135,2016,President,Total,DEM,41366.0,52.8,78480.0,55.3,141796.0,47.5,52.5,20.3,17.8,12.6,11.3,13.5,12.1,12.2,75.2,10.5,0.5,7.9,0.0,1.4,4.5,2.7,7.9,9.1,3.7,16.1,19.9,66423.0,82.9,16.6,20.7,78.9
PAMLICO,,2016,President,Total,REP,-1810.0,-27.0,6706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASQUOTANK,37139,2016,President,Total,DEM,435.0,2.6,16795.0,42.1,39864.0,49.6,50.4,21.2,11.7,13.0,10.1,14.3,13.7,16.0,57.6,37.4,0.2,0.8,0.0,1.3,2.6,4.3,24.6,16.0,5.3,8.2,5.2,45388.0,59.8,36.5,35.2,61.1
PENDER,37141,2016,President,Total,REP,-8285.0,-30.6,26993.0,45.7,59090.0,48.5,51.5,21.8,8.0,9.8,14.4,13.9,14.6,17.4,75.9,15.9,0.1,0.2,0.3,5.8,1.7,6.3,20.5,14.5,7.0,13.1,5.9,51161.0,64.5,33.0,36.8,60.7
PERQUIMANS,,2016,President,Total,REP,-1858.0,-28.6,6496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSON,37145,2016,President,Total,REP,-3352.0,-17.6,19018.0,48.4,39284.0,48.7,51.3,21.5,8.9,7.9,14.6,13.3,15.4,18.4,,,,,,,,5.8,26.3,16.1,9.3,6.7,3.3,48177.0,65.3,33.8,38.2,60.8
PITT,37147,2016,President,Total,DEM,6133.0,8.0,77515.0,43.7,177220.0,47.1,52.9,21.9,18.1,13.9,11.7,11.7,11.0,11.7,57.7,35.3,0.4,1.7,0.0,2.4,2.5,4.1,13.6,14.7,6.8,11.1,7.8,46573.0,69.5,29.9,28.7,70.7
POLK,37149,2016,President,Total,REP,-3033.0,-28.8,10503.0,51.7,20334.0,50.2,49.8,12.1,9.0,6.6,6.0,14.9,18.5,32.9,,,,,,,,4.2,22.5,13.3,8.1,16.4,9.1,46558.0,59.7,38.9,50.1,48.6
